OBJECTID,COMID_NHDv,HUC6,NT_Taxa,GNIS_NAME
27163,9065570,30402,9,
27164,9065572,30402,1,
27165,9065584,30402,1,
27166,9065594,30402,1,
27167,9065596,30402,2,
27168,9065598,30402,9,
27169,9065618,30402,1,
27170,9065630,30402,1,
27171,9065638,30402,4,
27172,9065646,30402,1,
27173,9065660,30402,1,
27174,9065668,30402,2,
27175,9065672,30402,2,
27176,9065678,30402,1,
27177,9065686,30402,1,
27178,9065698,30402,3,
27179,9065714,30402,12,
27180,9065716,30402,2,
27181,9065722,30402,2,
27182,9065726,30402,1,
27183,9065728,30402,15,
27184,9065730,30402,11,
27185,9065742,30402,1,
27186,9065744,30402,5,
27187,9065750,30402,1,
27188,9065770,30402,1,
27189,9068220,30402,6,
27190,9068242,30402,1,
27191,9068252,30402,1,
27192,9068264,30402,3,
27193,9068266,30402,1,
27194,9068362,30402,1,
27195,9068378,30402,5,
27196,9068394,30402,5,
27197,9068410,30402,2,
27198,9068440,30402,2,
27199,9068456,30402,2,
27200,9068510,30402,4,
27201,9068514,30402,4,
27202,9068552,30402,1,
27203,9068942,30402,1,
27204,9068944,30402,1,
27205,9068948,30402,1,
27206,9068950,30402,3,
27207,9068952,30402,1,
27208,9068954,30402,1,
27209,9068956,30402,1,
27210,9068958,30402,1,
27211,9068960,30402,2,
27212,9068966,30402,1,
27213,9068968,30402,3,
27214,9068978,30402,2,
27215,9068986,30402,1,
27216,9069000,30402,6,
27217,9069006,30402,2,
27218,9069008,30402,4,
27219,9069038,30402,14,
27220,9069044,30402,4,
27221,9069046,30402,2,
27222,9069136,30402,4,
27223,9069168,30402,2,
27224,9069174,30402,15,
27225,9069200,30402,3,
27226,9071628,30402,1,
27227,9071630,30402,4,
27228,9071650,30402,1,
27229,9071906,30402,1,
27230,9071924,30402,1,
27231,9073294,30402,2,
27232,9087782,30402,4,
27233,9090182,30402,2,
27234,9090780,30402,1,
27235,9095018,30402,5,
27236,9095296,30401,3,
27237,9108378,30402,1,
27238,9108390,30402,1,
27239,9108434,30402,1,
27240,9108438,30402,1,
27241,9108442,30402,1,
27242,9108444,30402,1,
27243,9108458,30402,1,
27244,9108464,30402,1,
27245,9108468,30402,1,
27246,9108470,30402,1,
27247,9108472,30402,1,
27248,9108488,30402,4,
27249,9108494,30402,1,
27250,9108496,30402,1,
27251,9108506,30402,2,
27252,9108512,30402,1,
27253,9108518,30402,2,
27254,9108520,30402,2,
27255,9108522,30402,2,
27256,9108526,30402,1,
27257,9108530,30402,3,
27258,9108534,30402,1,
27259,9108538,30402,2,
27260,9108540,30402,2,
27261,9108550,30402,1,
27262,9108556,30402,2,
27263,9108560,30402,3,
27264,9108566,30402,2,
27265,9108572,30402,1,
27266,9108582,30402,1,
27267,9108608,30402,2,
27268,9108610,30402,1,
27269,9108620,30402,2,
27270,9108626,30402,1,
27271,9108636,30402,1,
27272,9108660,30402,1,
27273,9108668,30402,1,
27274,9108674,30402,5,
27275,9108692,30402,1,
27276,9108694,30402,1,
27277,9108700,30402,1,
27278,9108714,30402,1,
27279,9108734,30402,2,
27280,9108742,30402,1,
27281,9108744,30402,1,
27282,9108752,30402,1,
27283,9108762,30402,1,
27284,9108768,30402,3,
27285,9108770,30402,4,
27286,9108792,30402,1,
27287,9108798,30402,1,
27288,9108802,30402,1,
27289,9108814,30402,3,
27290,9108820,30402,4,
27291,9108828,30402,1,
27292,9108836,30402,3,
27293,9108848,30402,2,
27294,9108850,30402,1,
27295,9108860,30402,1,
27296,9108892,30402,1,
27297,9108916,30402,1,
27298,9108920,30402,2,
27299,9108926,30402,2,
27300,9108928,30402,1,
27301,9108956,30402,1,
27302,9108958,30402,1,
27303,9108980,30402,4,
27304,9108984,30402,1,
27305,9108988,30402,1,
27306,9108990,30402,2,
27307,9109026,30402,2,
27308,9109042,30402,1,
27309,9109080,30402,1,
27310,9109088,30402,3,
27311,9109092,30402,2,
27312,9109110,30402,2,
27313,9109148,30402,1,
27314,9109166,30402,9,
27315,9109306,30402,1,
27316,9109362,30402,1,
27317,9109426,30402,1,
27318,9109440,30402,4,
27319,9109454,30402,1,
27320,9109508,30402,1,
27321,9109724,30402,1,
27322,9109746,30402,3,
27323,9109748,30402,1,
27324,9109752,30402,2,
27325,9109756,30402,2,
27326,9109762,30402,5,
27327,9109764,30402,4,
27328,9109766,30402,3,
27329,9109768,30402,1,
27330,9109772,30402,1,
27331,9109780,30402,7,
27332,9109782,30402,2,
27333,9109788,30402,2,
27334,9109790,30402,1,
27335,9109796,30402,3,
27336,9109798,30402,1,
27337,9109808,30402,7,
27338,9109810,30402,1,
27339,9109850,30402,6,
27340,9109856,30402,3,
27341,9109858,30402,1,
27342,9109870,30402,1,
27343,9109888,30402,1,
27344,9109890,30402,1,
27345,9109898,30402,13,
27346,9109910,30402,2,
27347,9109912,30402,2,
27348,9109914,30402,1,
27349,9109918,30402,4,
27350,9109920,30402,1,
27351,9109930,30402,1,
27352,9109936,30402,1,
27353,9109950,30402,1,
27354,9109952,30402,1,
27355,9109956,30402,1,
27356,9110024,30402,1,
27357,9110052,30402,3,
27358,9110068,30402,1,
27359,9110092,30402,1,
27360,9110110,30402,1,
27361,9110136,30402,2,
27362,9110162,30402,2,
27363,9110174,30402,3,
27364,9110178,30402,1,
27365,9110180,30402,1,
27366,9110186,30402,1,
27367,9110188,30402,1,
27368,9110196,30402,1,
27369,9110200,30402,1,
27370,9110202,30402,3,
27371,9110204,30402,10,
27372,9110210,30402,4,
27373,9110226,30402,23,
27374,9110236,30402,6,
27375,9110240,30402,1,
27376,9110246,30402,1,
27377,9110278,30402,3,
27378,9110304,30402,2,
27379,9110314,30402,1,
27380,9110318,30402,1,
27381,9110336,30402,1,
27382,9110342,30402,1,
27383,9110346,30402,1,
27384,9110350,30402,1,
27385,9110364,30402,1,
27386,9110370,30402,2,
27387,9110380,30402,1,
27388,9110456,30402,1,
27389,9110490,30402,2,
27390,9110782,30402,1,
27391,9110822,30402,1,
27392,9110934,30402,3,
27393,9110978,30402,1,
27394,9110994,30402,1,
27395,9111268,30402,2,
27396,9111274,30402,1,
27397,9111336,30402,1,
27398,9111342,30402,1,
27399,9111346,30402,11,
27400,9111348,30402,3,
27401,9111350,30402,6,
27402,9111408,30402,2,
27403,9112308,30402,3,
27404,9113554,30402,1,
27405,9114182,30402,1,
27406,9114392,30402,1,
27407,9114520,30402,13,
27408,9125202,30402,1,
27409,9125204,30402,2,
27410,9125226,30402,1,
27411,9125234,30402,6,
27412,9125248,30402,1,
27413,9125250,30402,1,
27414,9125254,30402,2,
27415,9125256,30402,2,
27416,9125272,30402,3,
27417,9125274,30402,3,
27418,9125278,30402,1,
27419,9125280,30402,1,
27420,9125286,30402,1,
27421,9125300,30402,2,
27422,9125316,30402,2,
27423,9125318,30402,4,
27424,9125328,30402,1,
27425,9125336,30402,2,
27426,9125346,30402,1,
27427,9125354,30402,1,
27428,9125356,30402,1,
27429,9125358,30402,1,
27430,9125360,30402,2,
27431,9125362,30402,1,
27432,9125368,30402,1,
27433,9125370,30402,2,
27434,9125376,30402,6,
27435,9125382,30402,1,
27436,9125386,30402,2,
27437,9125396,30402,1,
27438,9125398,30402,2,
27439,9125400,30402,2,
27440,9125406,30402,3,
27441,9125412,30402,3,
27442,9125414,30402,1,
27443,9125420,30402,1,
27444,9125422,30402,1,
27445,9125426,30402,2,
27446,9125430,30402,2,
27447,9125434,30402,2,
27448,9125442,30402,1,
27449,9125446,30402,3,
27450,9125452,30402,2,
27451,9125454,30402,1,
27452,9125456,30402,1,
27453,9125458,30402,4,
27454,9125462,30402,1,
27455,9125466,30402,1,
27456,9125468,30402,3,
27457,9125474,30402,3,
27458,9125476,30402,7,
27459,9125478,30402,1,
27460,9125482,30402,1,
27461,9125484,30402,1,
27462,9125488,30402,1,
27463,9125490,30402,1,
27464,9125494,30402,1,
27465,9125498,30402,2,
27466,9125506,30402,2,
27467,9125508,30402,2,
27468,9125512,30402,1,
27469,9125514,30402,1,
27470,9125518,30402,1,
27471,9125522,30402,1,
27472,9125524,30402,3,
27473,9125526,30402,1,
27474,9125530,30402,2,
27475,9125538,30402,4,
27476,9125540,30402,3,
27477,9125542,30402,1,
27478,9125544,30402,1,
27479,9125548,30402,1,
27480,9125552,30402,2,
27481,9125554,30402,1,
27482,9125560,30402,1,
27483,9125564,30402,3,
27484,9125570,30402,2,
27485,9125574,30402,2,
27486,9125576,30402,1,
27487,9125578,30402,1,
27488,9125580,30402,3,
27489,9125582,30402,5,
27490,9125584,30402,4,
27491,9125590,30402,2,
27492,9125592,30402,4,
27493,9125594,30402,1,
27494,9125600,30402,2,
27495,9125602,30402,2,
27496,9125612,30402,6,
27497,9125614,30402,3,
27498,9125620,30402,1,
27499,9125622,30402,1,
27500,9125628,30402,1,
27501,9125638,30402,3,
27502,9125640,30402,1,
27503,9125642,30402,2,
27504,9125646,30402,1,
27505,9125650,30402,1,
27506,9125654,30402,1,
27507,9125660,30402,1,
27508,9125662,30402,2,
27509,9125666,30402,3,
27510,9125668,30402,2,
27511,9125672,30402,1,
27512,9125682,30402,1,
27513,9125684,30402,1,
27514,9125686,30402,1,
27515,9125690,30402,1,
27516,9125692,30402,3,
27517,9125698,30402,4,
27518,9125702,30402,1,
27519,9125718,30402,1,
27520,9125730,30402,1,
27521,9125738,30402,1,
27522,9125742,30402,1,
27523,9125744,30402,3,
27524,9125748,30402,2,
27525,9125750,30402,3,
27526,9125754,30402,1,
27527,9125756,30402,1,
27528,9125758,30402,1,
27529,9125762,30402,3,
27530,9125766,30402,2,
27531,9125774,30402,1,
27532,9125778,30402,1,
27533,9125784,30402,1,
27534,9125786,30402,2,
27535,9125790,30402,2,
27536,9125794,30402,1,
27537,9125802,30402,2,
27538,9125804,30402,1,
27539,9125814,30402,1,
27540,9125816,30402,1,
27541,9125828,30402,1,
27542,9125836,30402,1,
27543,9125838,30402,1,
27544,9125840,30402,7,
27545,9125848,30402,2,
27546,9125872,30402,1,
27547,9125878,30402,1,
27548,9125888,30402,2,
27549,9125892,30402,1,
27550,9125894,30402,3,
27551,9125896,30402,5,
27552,9125898,30402,1,
27553,9125902,30402,2,
27554,9125908,30402,1,
27555,9125910,30402,2,
27556,9125920,30402,1,
27557,9125924,30402,1,
27558,9125928,30402,1,
27559,9125940,30402,2,
27560,9125942,30402,3,
27561,9125944,30402,3,
27562,9125946,30402,1,
27563,9125994,30402,2,
27564,9126008,30402,1,
27565,9126014,30402,1,
27566,9126046,30402,1,
27567,9126056,30402,2,
27568,9126082,30402,1,
27569,9126084,30402,1,
27570,9126088,30402,1,
27571,9126100,30402,1,
27572,9126102,30402,4,
27573,9126104,30402,3,
27574,9126110,30402,3,
27575,9126604,30402,1,
27576,9126616,30402,3,
27577,9126632,30402,2,
27578,9126680,30402,1,
27579,9126716,30402,2,
27580,9126812,30402,2,
27581,9126826,30402,2,
27582,9126860,30402,3,
27583,9126864,30402,1,
27584,9126866,30402,1,
27585,9126868,30402,1,
27586,9126870,30402,3,
27587,9126874,30402,5,
27588,9126896,30402,1,
27589,9126902,30402,1,
27590,9126904,30402,1,
27591,9126906,30402,1,
27592,9126910,30402,1,
27593,9126914,30402,1,
27594,9126918,30402,2,
27595,9126920,30402,2,
27596,9126926,30402,1,
27597,9126930,30402,5,
27598,9126934,30402,1,
27599,9126936,30402,1,
27600,9126938,30402,1,
27601,9126940,30402,4,
27602,9126942,30402,7,
27603,9126946,30402,1,
27604,9126952,30402,1,
27605,9126954,30402,1,
27606,9126956,30402,1,
27607,9126962,30402,1,
27608,9126988,30402,2,
27609,9126998,30402,2,
27610,9127004,30402,1,
27611,9127010,30402,4,
27612,9127016,30402,1,
27613,9127020,30402,5,
27614,9127044,30402,2,
27615,9127046,30402,3,
27616,9127050,30402,1,
27617,9127076,30402,2,
27618,9127118,30402,1,
27619,9127144,30402,1,
27620,9127148,30402,1,
27621,9127150,30402,2,
27622,9127158,30402,1,
27623,9127162,30402,1,
27624,9127186,30402,5,
27625,9127210,30402,1,
27626,9127212,30402,12,
27627,9127214,30402,3,
27628,9127222,30402,3,
27629,9127224,30402,1,
27630,9127230,30402,1,
27631,9127236,30402,4,
27632,9127250,30402,1,
27633,9127256,30402,5,
27634,9127270,30402,1,
27635,9127282,30402,1,
27636,9127322,30402,2,
27637,9127356,30402,1,
27638,9127432,30402,2,
27639,9127450,30402,1,
27640,9127464,30402,1,
27641,9127474,30402,2,
27642,9127508,30402,2,
27643,9127512,30402,1,
27644,9127514,30402,1,
27645,9127520,30402,2,
27646,9127524,30402,5,
27647,9127824,30402,6,
27648,9127826,30402,5,
27649,9127828,30402,2,
27650,9127832,30402,1,
27651,9127834,30402,1,
27652,9127838,30402,3,
27653,9127840,30402,4,
27654,9127842,30402,1,
27655,9127858,30402,1,
27656,9127862,30402,1,
27657,9127864,30402,1,
27658,9127878,30402,1,
27659,9127880,30402,2,
27660,9127882,30402,2,
27661,9127884,30402,3,
27662,9127892,30402,1,
27663,9127896,30402,6,
27664,9127898,30402,2,
27665,9127900,30402,1,
27666,9127904,30402,4,
27667,9127912,30402,1,
27668,9127914,30402,1,
27669,9127920,30402,1,
27670,9127926,30402,1,
27671,9127928,30402,2,
27672,9127930,30402,1,
27673,9127932,30402,3,
27674,9127942,30402,1,
27675,9127948,30402,4,
27676,9127954,30402,4,
27677,9127958,30402,1,
27678,9127968,30402,1,
27679,9127970,30402,1,
27680,9127972,30402,4,
27681,9127974,30402,1,
27682,9127978,30402,1,
27683,9127994,30402,1,
27684,9128006,30402,7,
27685,9128008,30402,5,
27686,9128012,30402,4,
27687,9128014,30402,1,
27688,9128018,30402,2,
27689,9128022,30402,5,
27690,9128024,30402,3,
27691,9128028,30402,8,
27692,9128032,30402,2,
27693,9128034,30402,1,
27694,9128040,30402,4,
27695,9128044,30402,2,
27696,9128046,30402,1,
27697,9128056,30402,2,
27698,9128058,30402,1,
27699,9128060,30402,1,
27700,9128066,30402,1,
27701,9128074,30402,1,
27702,9128086,30402,1,
27703,9128090,30402,1,
27704,9128094,30402,1,
27705,9128108,30402,1,
27706,9128114,30402,1,
27707,9128966,30402,1,
27708,9128976,30402,1,
27709,9128984,30402,1,
27710,9128986,30402,5,
27711,9128990,30402,1,
27712,9129022,30402,1,
27713,9129030,30402,2,
27714,9129032,30402,1,
27715,9129088,30402,1,
27716,9129096,30402,1,
27717,9129112,30402,1,
27718,9129130,30402,1,
27719,9129138,30402,1,
27720,9129150,30402,4,
27721,9129180,30402,1,
27722,9129226,30402,1,
27723,9129234,30402,1,
27724,9129238,30402,1,
27725,9129256,30402,2,
27726,9129258,30402,2,
27727,9129286,30402,1,
27728,9129288,30402,3,
27729,9129302,30402,2,
27730,9129306,30402,1,
27731,9129312,30402,2,
27732,9129324,30402,1,
27733,9129328,30402,1,
27734,9129358,30402,6,
27735,9129364,30402,6,
27736,9129370,30402,2,
27737,9129372,30402,1,
27738,9129374,30402,1,
27739,9129384,30402,2,
27740,9129392,30402,1,
27741,9129402,30402,2,
27742,9129428,30402,2,
27743,9129470,30402,13,
27744,9129476,30402,2,
27745,9129480,30402,1,
27746,9129504,30402,1,
27747,9129506,30402,1,
27748,9129524,30402,1,
27749,9129546,30402,5,
27750,9129548,30402,4,
27751,9129568,30402,1,
27752,9129582,30402,1,
27753,9129594,30402,1,
27754,9129622,30402,1,
27755,9129682,30402,1,
27756,9129688,30402,4,
27757,9129696,30402,4,
27758,9129702,30402,2,
27759,9129716,30402,9,
27760,9129762,30402,1,
27761,9129764,30402,1,
27762,9129770,30402,1,
27763,9129776,30402,2,
27764,9129782,30402,1,
27765,9129790,30402,1,
27766,9129808,30402,1,
27767,9129812,30402,5,
27768,9129822,30402,1,
27769,9129826,30402,1,
27770,9129828,30402,4,
27771,9129830,30402,2,
27772,9129842,30402,1,
27773,9129850,30402,3,
27774,9129866,30402,1,
27775,9129868,30402,1,
27776,9129886,30402,5,
27777,9129936,30402,21,
27778,9130002,30402,1,
27779,9130018,30402,1,
27780,9130030,30402,1,
27781,9130032,30402,1,
27782,9130038,30402,3,
27783,9130052,30402,2,
27784,9130054,30402,3,
27785,9130064,30402,3,
27786,9130066,30402,1,
27787,9130070,30402,2,
27788,9130072,30402,2,
27789,9130080,30402,9,
27790,9130348,30402,2,
27791,9130358,30402,1,
27792,9130360,30402,1,
27793,9130362,30402,5,
27794,9130364,30402,1,
27795,9130366,30402,2,
27796,9130394,30402,1,
27797,9130398,30402,1,
27798,9130404,30402,2,
27799,9130410,30402,2,
27800,9130412,30402,2,
27801,9130422,30402,2,
27802,9130424,30402,2,
27803,9130428,30402,1,
27804,9130434,30402,1,
27805,9130454,30402,2,
27806,9130462,30402,14,
27807,9130478,30402,1,
27808,9130484,30402,4,
27809,9130492,30402,1,
27810,9130498,30402,1,
27811,9130508,30402,1,
27812,9130526,30402,1,
27813,9130528,30402,11,
27814,9130532,30402,2,
27815,9130534,30402,11,
27816,9130546,30402,2,
27817,9130558,30402,1,
27818,9130572,30402,3,
27819,9130576,30402,1,
27820,9130584,30402,1,
27821,9130590,30402,10,
27822,9130606,30402,1,
27823,9130612,30402,9,
27824,9130624,30402,7,
27825,9130626,30402,1,
27826,9130628,30402,1,
27827,9130642,30402,4,
27828,9130652,30402,2,
27829,9130670,30402,1,
27830,9130672,30402,1,
27831,9130674,30402,12,
27832,9130684,30402,5,
27833,9130690,30402,1,
27834,9130698,30402,2,
27835,9130700,30402,4,
27836,9130704,30402,2,
27837,9130710,30402,1,
27838,9130712,30402,11,
27839,9130724,30402,3,
27840,9130726,30402,2,
27841,9130732,30402,1,
27842,9130746,30402,1,
27843,9130748,30402,4,
27844,9130750,30402,4,
27845,9130754,30402,19,
27846,9130760,30402,3,
27847,9130770,30402,10,
27848,9130784,30402,4,
27849,9130790,30402,6,
27850,9130794,30402,2,
27851,9130812,30402,2,
27852,9130856,30402,1,
27853,9130870,30402,5,
27854,9130888,30402,1,
27855,9130896,30402,1,
27856,9130898,30402,10,
27857,9130902,30402,4,
27858,9130904,30402,1,
27859,9130908,30402,7,
27860,9130916,30402,3,
27861,9130922,30402,1,
27862,9130924,30402,14,
27863,9130942,30402,1,
27864,9130974,30402,2,
27865,9130976,30402,1,
27866,9130980,30402,1,
27867,9131018,30402,2,
27868,9131268,30402,1,
27869,9131272,30402,1,
27870,9131280,30402,2,
27871,9131288,30402,1,
27872,9131290,30402,9,
27873,9131292,30402,5,
27874,9131296,30402,2,
27875,9131302,30402,2,
27876,9131308,30402,1,
27877,9131320,30402,1,
27878,9131322,30402,1,
27879,9131328,30402,6,
27880,9131330,30402,1,
27881,9131332,30402,1,
27882,9131402,30402,1,
27883,9131404,30402,2,
27884,9131410,30402,4,
27885,9131414,30402,3,
27886,9131416,30402,1,
27887,9131420,30402,1,
27888,9131440,30402,1,
27889,9131446,30402,8,
27890,9131448,30402,2,
27891,9131450,30402,1,
27892,9131480,30402,7,
27893,9131482,30402,2,
27894,9131524,30402,2,
27895,9131526,30402,1,
27896,9131528,30402,1,
27897,9131530,30402,2,
27898,9131546,30402,1,
27899,9131554,30402,3,
27900,9131562,30402,1,
27901,9131694,30402,1,
27902,9131696,30402,10,
27903,9131698,30402,5,
27904,9131704,30402,3,
27905,9131714,30402,1,
27906,9131716,30402,1,
27907,9131718,30402,3,
27908,9131720,30402,1,
27909,9131722,30402,5,
27910,9131724,30402,7,
27911,9131726,30402,3,
27912,9131734,30402,7,
27913,9131740,30402,1,
27914,9131742,30402,1,
27915,9131744,30402,1,
27916,9131748,30402,6,
27917,9131750,30402,1,
27918,9131754,30402,5,
27919,9131762,30402,2,
27920,9131764,30402,1,
27921,9131766,30402,1,
27922,9131778,30402,1,
27923,9131784,30402,1,
27924,9131792,30402,1,
27925,9131800,30402,1,
27926,9132580,30402,1,
27927,9132608,30402,1,
27928,9132628,30402,6,
27929,9132636,30402,2,
27930,9132638,30402,3,
27931,9132642,30402,2,
27932,9132650,30402,2,
27933,9132658,30402,2,
27934,9132668,30402,1,
27935,9132694,30402,2,
27936,9132700,30402,1,
27937,9132704,30402,1,
27938,9132736,30402,2,
27939,9132738,30402,1,
27940,9132740,30402,2,
27941,9132760,30402,1,
27942,9132774,30402,1,
27943,9132924,30402,2,
27944,9133158,30402,1,
27945,9133236,30402,1,
27946,9133268,30402,2,
27947,9133830,30402,1,
27948,9133890,30402,1,
27949,9133912,30402,1,
27950,9133914,30402,1,
27951,9133954,30402,3,
27952,9134144,30402,5,
27953,9134150,30402,4,
27954,9134562,30402,1,
27955,9134572,30402,8,
27956,9134582,30402,1,
27957,9134586,30402,1,
27958,9134604,30402,1,
27959,9134612,30402,2,
27960,9134624,30402,5,
27961,9134638,30402,1,
27962,9134648,30402,3,
27963,9134680,30402,1,
27964,9134682,30402,1,
27965,9134694,30402,1,
27966,9134700,30402,1,
27967,9134714,30402,3,
27968,9134716,30402,4,
27969,9134724,30402,1,
27970,9134726,30402,9,
27971,9134776,30402,16,
27972,9134800,30402,1,
27973,9134804,30402,34,
27974,9134806,30402,9,
27975,9134808,30402,1,
27976,9139312,30402,1,
27977,9145988,30402,1,
27978,9146034,30402,1,
27979,9146062,30402,3,
27980,9146070,30402,7,
27981,9146072,30402,11,
27982,9146074,30402,1,
27983,9146082,30402,3,
27984,9146094,30402,2,
27985,9146096,30402,1,
27986,9146098,30402,3,
27987,9146102,30402,3,
27988,9146120,30402,1,
27989,9146124,30402,1,
27990,9146128,30402,2,
27991,9146144,30402,2,
27992,9146158,30402,5,
27993,9146170,30402,2,
27994,9146172,30402,2,
27995,9146174,30402,1,
27996,9146176,30402,3,
27997,9146204,30402,1,
27998,9146214,30402,2,
27999,9146226,30402,6,
28000,9146232,30402,9,
28001,9147790,30402,2,
28002,9147792,30402,3,
28003,9147796,30402,2,
28004,9147800,30402,4,
28005,9163940,30402,1,
28006,9163944,30402,1,
28007,9163962,30402,2,
28008,9163966,30402,3,
28009,9163982,30402,1,
28010,9163984,30402,1,
28011,9164008,30402,3,
28012,9164010,30402,2,
28013,9164024,30402,1,
28014,9164028,30402,1,
28015,9164030,30402,1,
28016,9164032,30402,1,
28017,9164040,30402,1,
28018,9164042,30402,1,
28019,9164048,30402,1,
28020,9164054,30402,2,
28021,9164058,30402,1,
28022,9164060,30402,1,
28023,9164062,30402,2,
28024,9164068,30402,2,
28025,9164086,30402,1,
28026,9164090,30402,9,
28027,9164092,30402,4,
28028,9164094,30402,4,
28029,9164096,30402,2,
28030,9164100,30402,2,
28031,9164104,30402,1,
28032,9164106,30402,1,
28033,9164122,30402,2,
28034,9164170,30401,1,
28035,9165136,30402,1,
28036,9165140,30402,1,
28037,9165142,30402,4,
28038,9165148,30402,1,
28039,9165152,30402,1,
28040,9165154,30402,1,
28041,9165160,30402,2,
28042,9165164,30402,1,
28043,9165170,30402,1,
28044,9165172,30402,5,
28045,9165178,30402,1,
28046,9165180,30402,1,
28047,9165190,30402,1,
28048,9165194,30402,4,
28049,9165212,30402,1,
28050,9165214,30402,3,
28051,9165224,30402,2,
28052,9165240,30402,1,
28053,9165248,30402,1,
28054,9165252,30402,1,
28055,9165254,30402,6,
28056,9165256,30402,1,
28057,9165274,30402,5,
28058,9165280,30402,3,
28059,9165284,30402,3,
28060,9165292,30402,1,
28061,9165310,30402,1,
28062,9165312,30402,2,
28063,9165314,30402,2,
28064,9165324,30402,2,
28065,9165334,30402,1,
28066,9165352,30402,1,
28067,9165368,30402,2,
28068,9165376,30402,1,
28069,9165382,30402,1,
28070,9165384,30402,5,
28071,9165388,30402,3,
28072,9165404,30402,2,
28073,9165410,30402,2,
28074,9165418,30402,1,
28075,9165426,30402,13,
28076,9165430,30402,1,
28077,9165434,30402,5,
28078,9165436,30402,1,
28079,9165438,30402,1,
28080,9165440,30402,1,
28081,9165442,30402,1,
28082,9165450,30402,1,
28083,9165458,30402,1,
28084,9165462,30402,1,
28085,9165468,30402,4,
28086,9165470,30402,2,
28087,9165472,30402,1,
28088,9165474,30402,3,
28089,9165476,30402,1,
28090,9165482,30402,1,
28091,9165488,30402,1,
28092,9165490,30402,1,
28093,9165492,30402,2,
28094,9165494,30402,2,
28095,9165496,30402,3,
28096,9165522,30402,2,
28097,9165530,30402,1,
28098,9165532,30402,2,
28099,9165542,30402,1,
28100,9165544,30402,1,
28101,9165548,30402,1,
28102,9165558,30402,1,
28103,9165560,30402,1,
28104,9165566,30402,2,
28105,9165568,30402,1,
28106,9165574,30402,1,
28107,9165576,30402,6,
28108,9165580,30402,2,
28109,9165584,30402,3,
28110,9165592,30402,2,
28111,9165604,30402,1,
28112,9165616,30402,1,
28113,9165632,30402,1,
28114,9165652,30402,1,
28115,9165654,30402,1,
28116,9165660,30402,1,
28117,9165662,30402,2,
28118,9165676,30402,1,
28119,9165682,30402,1,
28120,9165694,30402,2,
28121,9165700,30402,1,
28122,9165704,30402,1,
28123,9165718,30402,1,
28124,9165724,30402,3,
28125,9165732,30402,1,
28126,9165734,30402,2,
28127,9165742,30402,4,
28128,9165748,30402,2,
28129,9165788,30402,1,
28130,9165798,30402,5,
28131,9165800,30402,1,
28132,9165808,30402,1,
28133,9165826,30402,1,
28134,9165828,30402,1,
28135,9165836,30402,1,
28136,9165852,30402,21,
28137,9165862,30402,3,
28138,9165876,30402,1,
28139,9165880,30402,1,
28140,9165896,30402,1,
28141,9165916,30402,1,
28142,9165922,30402,1,
28143,9165946,30402,7,
28144,9165950,30402,7,
28145,9165958,30402,7,
28146,9165970,30402,1,
28147,9165974,30402,2,
28148,9165980,30402,1,
28149,9165982,30402,2,
28150,9165986,30402,1,
28151,9166024,30402,1,
28152,9166050,30402,6,
28153,9166066,30402,1,
28154,9166196,30402,1,
28155,9166218,30402,3,
28156,9166354,30402,1,
28157,9166356,30402,14,
28158,9166384,30402,10,
28159,9166406,30402,4,
28160,9166510,30402,1,
28161,9167490,30402,1,
28162,9167496,30402,1,
28163,9167510,30402,2,
28164,9167512,30402,1,
28165,9167516,30402,2,
28166,9167526,30402,1,
28167,9167530,30402,1,
28168,9167536,30402,2,
28169,9167540,30402,1,
28170,9167542,30402,1,
28171,9167544,30402,1,
28172,9167546,30402,2,
28173,9167548,30402,1,
28174,9167552,30402,1,
28175,9167556,30402,1,
28176,9167560,30402,1,
28177,9167562,30402,2,
28178,9167564,30402,1,
28179,9167568,30402,2,
28180,9167570,30402,1,
28181,9167574,30402,1,
28182,9167578,30402,1,
28183,9167592,30402,9,
28184,9167606,30402,9,
28185,9167608,30402,1,
28186,9167610,30402,1,
28187,9167616,30402,6,
28188,9167640,30402,5,
28189,9167642,30402,1,
28190,9167644,30402,1,
28191,9167650,30402,3,
28192,9167658,30402,1,
28193,9167688,30402,4,
28194,9167696,30402,2,
28195,9167698,30402,5,
28196,9167700,30402,4,
28197,9167874,30402,3,
28198,9167908,30402,1,
28199,9167928,30402,1,
28200,9167930,30402,2,
28201,9167934,30402,3,
28202,9167944,30402,4,
28203,9167952,30402,1,
28204,9167960,30402,1,
28205,9167964,30402,1,
28206,9167968,30402,1,
28207,9167990,30402,1,
28208,9167998,30402,2,
28209,9168006,30402,2,
28210,9168014,30402,1,
28211,9168018,30402,1,
28212,9168040,30402,2,
28213,9168046,30402,2,
28214,9168052,30402,1,
28215,9168066,30402,4,
28216,9168082,30402,2,
28217,9168090,30402,1,
28218,9168100,30402,1,
28219,9168102,30402,1,
28220,9168104,30402,1,
28221,9168154,30402,7,
28222,9168168,30402,1,
28223,9168172,30402,14,
28224,9168190,30402,5,
28225,9168446,30402,1,
28226,9168478,30402,4,
28227,9168558,30402,1,
28228,9168620,30402,4,
28229,9169358,30402,1,
28230,9169372,30402,2,
28231,9169382,30402,2,
28232,9169392,30402,1,
28233,9169398,30402,2,
28234,9169400,30402,1,
28235,9169406,30402,1,
28236,9169408,30402,2,
