OBJECTID,COMID_NHDv2,HUC6,NT_Taxa,GNIS_NAME,Jan_Flow_cfs,Feb_Flow_cfs,Mar_Flow_cfs,Apr_Flow_cfs,May_Flow_cfs,Jun_Flow_cfs,Jul_Flow_cfs,Aug_Flow_cfs,Sep_Flow_cfs,Oct_Flow_cfs,Nov_Flow_cfs,Dec_Flow_cfs,MA_Flow_cfs,StreamOrder,HUC8
56080,19762128,60101,1,,1.431,1.47,1.51,1.22,1.081,0.61,0.365,0.228,0.179,0.296,0.791,1.188,0.862,1,6010101
15860,8522883,20802,1,,1.46,1.46,7.838,1.253,0.991,0.543,0.342,0.2,0.167,0.297,0.891,1.167,0.861,1,2080201
17865,8612025,20802,1,,1.67,12.663,8.783,1.299,0.842,0.471,0.318,0.212,0.185,0.159,0.591,1.122,0.861,1,2080207
9232,4533885,20700,1,,1.689,12.943,9.386,1.306,0.797,0.471,0.318,0.223,0.191,0.159,0.318,1.179,0.86,1,2070011
10911,6884096,50500,1,,1.266,1.208,1.341,1.246,0.975,0.541,0.315,0.206,0.293,0.753,1.101,1.068,0.86,1,5050001
14322,8450448,20700,1,Kiln Run,1.583,1.542,8.586,1.343,0.999,0.562,0.352,0.232,0.21,0.15,0.393,1.196,0.86,1,2070009
14785,8476298,20801,1,,1.691,12.899,9.282,1.309,0.8,0.465,0.326,0.207,0.178,0.148,0.41,1.157,0.86,1,2080104
20855,8710581,30101,1,,1.666,1.695,1.857,1.379,0.831,0.484,0.32,0.212,0.188,0.161,0.46,1.074,0.86,1,3010106
32146,10055524,20802,1,,1.743,13.543,9.471,1.299,0.737,0.443,0.324,0.265,0.206,0.147,0.348,1.013,0.86,1,2080208
10975,6884542,50500,1,,1.477,1.599,1.712,1.413,1.088,0.615,0.384,0.238,0.188,0.157,0.434,1.011,0.859,1,5050001
15828,8522623,20802,1,,1.467,1.483,7.906,1.241,0.968,0.534,0.347,0.208,0.168,0.308,0.84,1.141,0.859,1,2080201
16474,8539065,20802,1,,1.561,1.505,8.154,1.262,0.988,0.556,0.362,0.222,0.194,0.139,0.706,1.186,0.859,1,2080202
30088,9248970,30401,1,King Creek,1.495,1.509,1.649,1.309,0.942,0.531,0.318,0.212,0.169,2.081,0.772,1.105,0.859,1,3040101
42694,12049092,30101,1,,1.746,1.751,1.923,1.288,0.748,0.433,0.314,0.229,0.2,0.143,0.453,1.084,0.859,1,3010106
1987,1086867,50702,1,,1.435,1.453,1.585,1.281,1.055,0.577,0.365,0.244,0.156,0.167,0.779,1.217,0.858,1,5070202
20362,8679571,30101,1,,1.561,1.549,1.748,1.308,0.898,0.502,0.335,0.215,0.167,0.143,0.7,1.164,0.858,1,3010103
21122,8720413,30102,1,,1.719,1.666,1.824,1.34,0.793,0.449,0.317,0.211,0.185,0.136,0.559,1.104,0.858,1,3010201
16082,8524837,20802,1,Kyles Branch,1.272,1.509,8.572,1.473,1.075,0.584,0.377,0.243,0.183,0.168,0.587,1.067,0.857,1,2080201
16448,8538819,20802,1,,1.305,1.379,7.701,1.167,1.035,0.562,0.347,0.21,0.17,0.402,0.995,1.2,0.857,1,2080202
55655,19752097,60101,1,Sugarcamp Branch,1.228,1.335,1.415,1.133,1.149,0.636,0.369,0.261,0.358,0.449,0.897,1.042,0.857,1,6010102
8819,4506608,20700,1,,1.58,12.095,8.614,1.302,0.951,0.536,0.327,0.238,0.208,0.149,0.504,1.163,0.856,1,2070008
30029,9248174,30401,1,,1.628,1.702,1.905,1.339,0.865,0.498,0.315,0.21,0.184,0.157,0.377,1.104,0.855,1,3040101
45924,14637375,60102,1,Mundy Branch,1.323,1.389,1.447,1.224,1.088,0.589,0.365,0.223,0.17,0.467,0.844,1.138,0.854,1,6010205
21804,8745395,30102,1,,1.797,1.772,1.944,1.258,0.743,0.428,0.314,0.228,0.2,0.142,0.371,1.058,0.853,1,3010204
21807,8745415,30102,1,Liverman Creek,1.706,1.781,1.91,1.291,0.774,0.464,0.309,0.232,0.18,0.129,0.453,1.008,0.853,1,3010204
21817,8745489,30102,1,,1.789,1.788,1.933,1.267,0.749,0.432,0.317,0.23,0.201,0.144,0.344,1.048,0.853,1,3010204
15875,8522957,20802,1,,1.462,1.52,8.111,1.251,0.928,0.516,0.341,0.201,0.203,0.379,0.728,1.091,0.852,1,2080201
16691,8544941,20802,1,,1.44,1.402,7.396,1.078,0.847,0.476,0.298,0.192,0.173,3.078,1.036,1.225,0.852,1,2080203
17655,8609947,20802,1,,1.555,12.164,8.397,1.223,0.897,0.492,0.336,0.229,0.181,0.155,0.747,1.141,0.852,1,2080207
21606,8741921,30102,1,,1.766,1.773,1.936,1.277,0.754,0.434,0.325,0.217,0.19,0.135,0.407,1.032,0.852,1,3010204
16696,8545071,20802,1,,1.257,1.261,6.877,1.023,0.888,0.513,0.315,0.219,0.508,3.809,0.975,1.109,0.851,1,2080203
35616,10479415,30102,1,,1.796,1.712,1.828,1.151,0.673,0.42,0.308,0.252,0.196,0.14,0.629,1.105,0.851,1,3010205
55426,19750803,60101,1,,1.408,1.468,1.567,1.244,1.057,0.586,0.356,0.222,0.149,0.253,0.817,1.109,0.85,1,6010102
10982,6884592,50500,1,Easter Creek,1.451,1.515,1.672,1.401,1.04,0.588,0.36,0.228,0.171,0.142,0.602,1.044,0.849,1,5050001
19461,8671749,30101,1,,1.561,1.586,1.757,1.346,0.899,0.502,0.322,0.198,0.173,0.148,0.606,1.091,0.849,1,3010103
16107,8525005,20802,1,,0.818,1.014,8.287,1.329,1.06,0.562,0.361,0.209,0.348,3.227,1.026,1.134,0.848,1,2080201
21367,8725493,30102,1,,1.765,1.737,1.93,1.241,0.717,0.436,0.33,0.22,0.193,0.137,0.413,1.071,0.848,1,3010201
21873,8745749,30102,1,,1.72,1.792,1.916,1.295,0.756,0.448,0.316,0.237,0.184,0.131,0.408,0.988,0.848,1,3010204
21949,8746205,30102,1,College Branch,1.701,1.768,1.879,1.294,0.784,0.456,0.33,0.228,0.177,0.126,0.459,0.99,0.848,1,3010204
20253,8678801,30101,1,,1.484,1.477,1.666,1.28,0.916,0.506,0.341,0.204,0.181,0.233,0.734,1.143,0.847,1,3010103
11426,6888086,50500,1,,1.215,1.415,1.63,1.267,1.113,0.602,0.364,0.225,0.157,0.335,0.777,1.041,0.846,1,5050001
16297,8526735,20802,1,,1.399,1.482,7.882,1.326,1.068,0.582,0.358,0.224,0.173,0.211,0.695,1.07,0.846,1,2080201
21779,8744471,30102,1,,1.699,1.696,1.864,1.288,0.766,0.438,0.301,0.219,0.191,0.137,0.492,1.069,0.846,1,3010204
35065,10460245,30102,1,,1.742,1.719,1.851,1.216,0.692,0.423,0.317,0.237,0.185,0.132,0.561,1.09,0.846,1,3010203
12411,6909945,50500,1,,1.089,1.266,1.78,1.37,1.163,0.637,0.376,0.241,0.189,0.317,0.696,1.038,0.845,1,5050002
14978,8489636,20801,1,,1.658,12.597,9.078,1.283,0.792,0.461,0.317,0.205,0.172,0.144,0.459,1.147,0.845,1,2080105
21727,8744025,30102,1,,1.668,1.684,1.792,1.373,0.76,0.434,0.298,0.217,0.19,0.162,0.488,1.086,0.845,1,3010204
19203,8651486,30101,1,,1.639,1.647,1.795,1.337,0.784,0.444,0.313,0.209,0.182,0.156,0.54,1.09,0.844,1,3010102
29768,9245338,30401,1,,1.182,1.217,1.393,1.189,0.993,0.568,0.338,0.208,0.401,3.941,3.762,1.018,0.844,1,3040101
35585,10479225,30102,1,,1.796,1.753,1.9,1.169,0.672,0.438,0.321,0.263,0.204,0.146,0.445,1.03,0.844,1,3010205
14560,8467123,20801,1,,1.591,1.528,8.015,1.132,0.831,0.482,0.321,0.214,0.187,0.16,0.831,1.233,0.843,1,2080103
17567,8607193,20802,1,,1.612,12.493,8.881,1.263,0.776,0.429,0.295,0.214,0.188,0.161,0.639,1.101,0.843,1,2080207
20344,8679463,30101,1,Brushy Fork Creek,1.51,1.509,1.693,1.281,0.89,0.503,0.32,0.205,0.183,0.159,0.728,1.142,0.843,1,3010103
56146,19762456,60101,1,Sayler Branch,1.462,1.501,1.536,1.226,1.104,0.6,0.348,0.213,0.135,0.129,0.71,1.152,0.843,1,6010101
17649,8609731,20802,1,,1.631,12.449,8.751,1.277,0.809,0.435,0.298,0.217,0.19,0.163,0.565,1.109,0.842,1,2080207
29950,9247426,30401,1,,1.547,1.588,1.76,1.312,0.884,0.504,0.314,0.213,0.166,0.142,0.587,1.115,0.842,1,3040101
14838,8476834,20801,1,,1.656,12.69,9.218,1.285,0.805,0.462,0.328,0.223,0.179,0.149,0.307,1.116,0.841,1,2080104
16526,8539503,20802,1,,1.484,1.498,7.935,1.293,0.939,0.516,0.333,0.206,0.18,0.178,0.698,1.169,0.841,1,2080202
13781,8403821,20801,1,,1.636,13.368,10.135,1.42,0.788,0.441,0.315,0.252,0.189,0.157,0.126,0.822,0.84,1,2080111
21093,8720167,30102,1,,1.645,1.636,1.785,1.287,0.785,0.441,0.311,0.207,0.181,0.155,0.555,1.091,0.84,1,3010201
46661,14643011,60102,1,,1.471,1.493,1.631,1.291,0.99,0.561,0.316,0.195,0.131,0.089,0.695,1.218,0.84,1,6010205
2031,1087267,50702,1,,1.352,1.361,1.428,1.242,1.061,0.577,0.359,0.232,0.148,0.376,0.808,1.125,0.838,1,5070202
9200,4531407,20700,1,,1.656,12.915,9.598,1.301,0.828,0.473,0.325,0.236,0.207,0.147,0.125,1.035,0.838,1,2070011
17548,8606999,20802,1,,1.66,12.765,9.045,1.295,0.787,0.428,0.309,0.225,0.168,0.14,0.423,1.073,0.838,1,2080207
21809,8745421,30102,1,,1.75,1.749,1.898,1.241,0.733,0.423,0.31,0.225,0.197,0.141,0.356,1.038,0.838,1,3010204
18503,8628485,30101,1,Mill Branch,1.536,1.674,1.717,1.441,1.014,0.576,0.368,0.223,0.185,0.157,0.311,0.876,0.837,1,3010101
19120,8649556,30101,1,Minter Creek,1.489,1.558,1.706,1.303,0.945,0.51,0.332,0.229,0.178,0.153,0.556,1.098,0.837,1,3010102
56193,19762698,60101,1,,1.465,1.547,1.598,1.234,1.095,0.594,0.359,0.215,0.145,0.126,0.563,1.12,0.837,1,6010101
15625,8521243,20802,1,,1.577,12.353,8.835,1.292,0.943,0.524,0.349,0.215,0.185,0.154,0.4,0.993,0.836,1,2080201
29843,9246134,30401,1,,1.535,1.548,1.729,1.287,0.879,0.493,0.318,0.213,0.166,0.142,0.614,1.117,0.836,1,3040101
29949,9247390,30401,1,,1.557,1.606,1.804,1.31,0.864,0.494,0.321,0.197,0.172,0.148,0.469,1.087,0.836,1,3040101
14301,8450028,20700,1,Sams Creek,1.354,1.477,7.879,1.231,0.935,0.536,0.319,0.196,0.172,0.147,0.831,1.255,0.835,1,2070009
12147,6907653,50500,1,,1.337,1.374,1.51,1.288,1.048,0.573,0.351,0.221,0.172,0.246,0.794,1.085,0.834,1,5050002
17852,8611895,20802,1,,1.566,12.28,8.712,1.259,0.76,0.419,0.288,0.209,0.183,0.157,0.687,1.102,0.834,1,2080207
46207,14639579,60102,1,,1.465,1.577,1.597,1.274,1.134,0.607,0.368,0.223,0.15,0.108,0.43,1.092,0.834,1,6010205
18207,8626495,30101,1,Terrapin Creek,1.523,1.605,1.767,1.413,0.87,0.489,0.325,0.216,0.19,0.136,0.435,1.033,0.833,1,3010101
19516,8672119,30101,1,,1.528,1.548,1.717,1.322,0.886,0.499,0.314,0.193,0.169,0.145,0.6,1.064,0.833,1,3010103
21431,8725981,30102,1,,1.718,1.718,1.891,1.247,0.742,0.415,0.304,0.221,0.193,0.138,0.39,1.041,0.833,1,3010204
21560,8741127,30102,1,Tanyard Branch,1.674,1.68,1.834,1.227,0.693,0.4,0.293,0.213,0.186,0.133,0.572,1.093,0.833,1,3010204
17506,8577599,20802,1,,1.582,12.21,8.358,1.187,0.832,0.468,0.312,0.208,0.182,0.156,0.66,1.119,0.832,1,2080205
17718,8610463,20802,1,,1.505,1.553,8.314,1.243,0.892,0.484,0.331,0.204,0.178,0.153,0.67,1.097,0.832,1,2080207
21820,8745505,30102,1,,1.757,1.757,1.871,1.219,0.736,0.425,0.311,0.226,0.198,0.141,0.332,1.02,0.832,1,3010204
39908,11585222,30102,1,,1.701,1.681,1.812,1.208,0.682,0.393,0.288,0.236,0.183,0.131,0.573,1.103,0.832,1,3010202
55621,19751849,60101,1,Bear Branch,1.188,1.318,1.405,1.122,1.116,0.61,0.373,0.262,0.302,0.409,0.869,1.012,0.832,1,6010102
13862,8419232,20700,1,Wergman Run,1.32,12.557,9.319,1.524,0.965,0.563,0.408,0.283,0.217,0.173,0.205,0.744,0.831,2,2070001
15807,8522529,20802,1,,1.516,1.551,8.356,1.278,0.926,0.519,0.346,0.209,0.178,0.173,0.547,1.016,0.831,1,2080201
16971,8548785,20802,1,,1.476,1.417,7.479,1.112,0.799,0.459,0.301,0.203,0.18,2.388,0.917,1.18,0.831,1,2080203
18413,8628165,30101,1,Peters Creek,1.442,1.564,1.738,1.418,0.951,0.525,0.35,0.233,0.203,0.145,0.398,0.971,0.831,1,3010101
21244,8724199,30102,1,,1.685,1.684,1.875,1.25,0.787,0.434,0.326,0.243,0.19,0.135,0.35,1.006,0.83,1,3010201
35542,10478875,30102,1,,1.82,1.721,1.792,1.1,0.648,0.394,0.31,0.253,0.197,0.141,0.538,1.058,0.83,1,3010205
8792,4506412,20700,1,Tuscarora Creek,1.518,1.434,7.991,1.237,0.962,0.55,0.337,0.224,0.196,0.14,0.576,1.153,0.829,1,2070008
12349,6909359,50500,1,,1.474,1.592,1.72,1.397,1.066,0.592,0.371,0.247,0.185,0.123,0.244,0.935,0.829,2,5050002
15419,8506412,20801,1,,1.653,12.575,8.971,1.233,0.784,0.448,0.308,0.224,0.168,0.14,0.408,1.095,0.829,1,2080106
18054,8625085,30101,1,,1.477,1.524,1.606,1.3,0.938,0.531,0.331,0.203,0.178,0.152,0.632,1.073,0.829,1,3010101
30301,9250988,30401,1,,1.329,1.37,1.545,1.271,0.963,0.537,0.315,0.203,0.148,2.564,0.824,1.056,0.829,1,3040101
11221,6886468,50500,1,,1.3,1.404,1.518,1.255,1.051,0.566,0.352,0.203,0.158,0.301,0.828,1.004,0.828,1,5050001
9162,4529371,20700,1,,1.603,12.294,8.817,1.217,0.773,0.445,0.296,0.23,0.207,0.148,0.424,1.179,0.827,1,2070011
19835,8674571,30101,1,Big Ivy Creek,1.048,1.087,1.251,1.028,0.998,0.602,0.438,0.308,0.663,4.274,0.843,0.946,0.827,1,3010103
35107,10461291,30102,1,Licking Branch,1.737,1.745,1.876,1.213,0.689,0.413,0.303,0.248,0.193,0.137,0.374,1.007,0.827,1,3010203
42636,12048332,30101,1,,1.656,1.657,1.822,1.315,0.745,0.441,0.303,0.22,0.193,0.138,0.411,1.029,0.827,1,3010106
46114,14639045,60102,1,,1.42,1.491,1.559,1.211,1.066,0.589,0.349,0.232,0.163,0.093,0.637,1.127,0.827,1,6010205
1943,1086507,50702,1,Big Branch,1.341,1.341,1.406,1.185,1.04,0.563,0.343,0.22,0.155,0.386,0.812,1.114,0.826,1,5070202
35207,10461879,30102,1,,1.76,1.704,1.844,1.118,0.643,0.419,0.307,0.251,0.195,0.139,0.511,1.034,0.826,1,3010203
14994,8489798,20801,1,,1.614,12.357,8.811,1.229,0.783,0.445,0.306,0.222,0.178,0.139,0.467,1.117,0.825,1,2080105
15121,8493834,20801,1,,1.696,12.984,9.425,1.221,0.738,0.417,0.327,0.208,0.178,0.148,0.202,1.07,0.825,1,2080105
17752,8610705,20802,1,Judds Branch,1.555,12.185,8.637,1.246,0.752,0.415,0.285,0.207,0.181,0.155,0.674,1.09,0.825,1,2080207
18468,8628365,30101,1,,1.512,1.668,1.742,1.419,1.001,0.563,0.358,0.231,0.186,0.155,0.237,0.841,0.825,1,3010101
19979,8675251,30101,1,Banner Branch,1.399,1.378,1.543,1.234,0.925,0.514,0.329,0.205,0.164,2.419,0.788,1.09,0.825,1,3010103
29887,9246566,30401,1,,1.561,1.603,1.797,1.296,0.834,0.484,0.319,0.2,0.175,0.148,0.434,1.078,0.825,1,3040101
35855,10484625,30102,1,,1.713,1.627,1.741,1.09,0.623,0.389,0.311,0.233,0.202,0.23,0.676,1.083,0.825,0,3010205
8963,4508554,20700,1,,1.547,1.545,8.46,1.27,0.855,0.484,0.324,0.236,0.206,0.147,0.41,1.134,0.824,7,2070008
11015,6885162,50500,1,,1.355,1.359,1.531,1.333,0.988,0.562,0.32,0.208,0.172,0.193,0.84,1.037,0.823,1,5050001
59377,22340455,20700,1,,1.598,12.268,8.693,1.236,0.839,0.482,0.331,0.241,0.211,0.15,0.308,1.111,0.823,1,2070010
10680,5908515,20700,1,,1.464,1.382,7.528,1.117,0.814,0.461,0.297,0.198,0.173,0.319,0.968,1.184,0.822,1,2070005
16455,8538913,20802,1,,1.141,1.265,7.33,1.128,1.005,0.544,0.326,0.202,0.182,2.842,0.969,1.129,0.822,1,2080202
17264,8567683,20802,1,,1.555,1.521,8,1.099,0.75,0.428,0.294,0.214,0.187,0.16,0.847,1.212,0.822,1,2080204
20235,8678667,30101,1,,1.429,1.419,1.601,1.234,0.896,0.497,0.324,0.195,0.173,1.892,0.736,1.103,0.821,1,3010103
20331,8679321,30101,1,,1.499,1.494,1.685,1.251,0.851,0.479,0.324,0.212,0.171,0.142,0.624,1.107,0.821,1,3010103
21814,8745475,30102,1,,1.648,1.722,1.847,1.268,0.748,0.449,0.299,0.224,0.174,0.124,0.399,0.948,0.821,1,3010204
17877,8623193,30101,1,,1.125,1.153,1.268,1.071,0.952,0.572,0.358,0.226,0.349,4.17,3.795,1.069,0.819,1,3010101
30066,9248788,30401,1,,1.639,1.697,1.886,1.3,0.778,0.459,0.301,0.192,0.184,0.137,0.249,1.025,0.819,1,3040101
30205,9250514,30401,1,Bumgarner Branch,1.144,1.317,1.59,1.348,1.088,0.603,0.354,0.197,0.157,1.875,0.843,0.942,0.819,1,3040101
34040,10231983,20801,1,,1.619,13.045,10.164,1.379,0.779,0.449,0.329,0.209,0.179,0.149,0.119,0.724,0.819,1,2080111
45946,14637471,60102,1,,1.33,1.351,1.422,1.16,1.058,0.57,0.349,0.214,0.145,0.369,0.786,1.106,0.819,1,6010205
55765,19753107,60101,1,,1.311,1.426,1.503,1.171,1.09,0.587,0.369,0.235,0.213,0.232,0.776,0.935,0.819,1,6010102
59385,22340499,20700,1,,1.605,12.318,8.852,1.241,0.803,0.454,0.311,0.227,0.209,0.151,0.297,1.128,0.819,1,2070010
14326,8450518,20700,1,Claggett Run,1.487,1.451,8.165,1.256,0.949,0.53,0.334,0.223,0.195,0.139,0.46,1.145,0.818,1,2070009
15325,8505552,20801,1,,1.631,12.516,8.885,1.207,0.755,0.424,0.308,0.224,0.168,0.14,0.393,1.098,0.818,1,2080106
15801,8522509,20802,1,,1.404,1.405,7.574,1.173,0.919,0.51,0.319,0.194,0.164,0.315,0.818,1.098,0.818,1,2080201
20985,8718569,30102,1,,1.662,1.646,1.849,1.241,0.722,0.408,0.296,0.215,0.188,0.134,0.425,1.04,0.818,1,3010201
29857,9246268,30401,1,,1.493,1.52,1.686,1.269,0.869,0.485,0.314,0.207,0.162,0.138,0.601,1.078,0.818,1,3040101
59834,25830831,20801,1,,1.645,13.025,9.77,1.322,0.734,0.43,0.323,0.234,0.205,0.146,0.117,0.877,0.818,0,2080111
59689,22540600,60102,1,,1.439,1.465,1.581,1.213,1.001,0.541,0.32,0.2,0.136,0.12,0.631,1.166,0.817,1,6010206
14229,8445452,20700,1,,1.498,1.467,8.247,1.263,0.887,0.512,0.333,0.233,0.2,0.166,0.471,1.1,0.816,1,2070007
35397,10477139,30102,1,,1.749,1.624,1.699,1.074,0.617,0.374,0.299,0.249,0.174,0.124,0.689,1.124,0.816,1,3010205
15119,8493818,20801,1,,1.674,12.849,9.316,1.204,0.733,0.411,0.323,0.205,0.176,0.146,0.214,1.057,0.815,1,2080105
59684,22540584,60102,1,,1.454,1.467,1.556,1.22,1.001,0.538,0.317,0.2,0.133,0.094,0.656,1.172,0.815,1,6010206
2052,1087487,50702,1,Little Branch,1.349,1.414,1.529,1.22,1.001,0.545,0.347,0.219,0.152,0.129,0.749,1.12,0.814,1,5070202
30487,9252598,30401,1,,1.654,1.814,1.942,1.341,0.752,0.447,0.298,0.208,0.179,0.149,0.119,0.887,0.814,1,3040101
46182,14639461,60102,1,,1.412,1.483,1.538,1.218,1.058,0.58,0.346,0.218,0.142,0.101,0.597,1.095,0.814,1,6010205
14701,8474926,20801,1,Handpole Creek,1.611,12.51,9.202,1.241,0.805,0.447,0.328,0.238,0.208,0.149,0.169,1.034,0.813,1,2080104
19577,8672493,30101,1,,1.571,1.635,1.775,1.376,0.804,0.454,0.311,0.207,0.181,0.143,0.349,0.972,0.813,1,3010103
19829,8674503,30101,1,Whitts Branch,1.29,1.328,1.423,1.119,0.91,0.511,0.322,0.208,0.17,3.688,3.445,1.011,0.813,1,3010103
55444,19750895,60101,1,,1.323,1.371,1.382,1.144,1.085,0.579,0.353,0.218,0.139,0.341,0.738,1.104,0.813,1,6010102
14698,8474892,20801,1,Finchs Branch,1.595,12.274,9.015,1.193,0.814,0.465,0.319,0.232,0.203,0.145,0.265,1.058,0.812,1,2080104
32273,10065817,20802,1,Mill Creek,1.649,12.687,9.122,1.248,0.717,0.418,0.299,0.239,0.188,0.149,0.257,1.039,0.812,1,2080206
59194,22339007,20700,1,Chinn Branch,1.531,1.508,8.289,1.215,0.867,0.491,0.318,0.231,0.202,0.144,0.449,1.106,0.812,1,2070010
15037,8490858,20801,1,,1.65,12.707,9.202,1.186,0.724,0.424,0.318,0.202,0.174,0.144,0.262,1.063,0.811,1,2080105
39967,11585712,30102,1,,1.659,1.629,1.754,1.16,0.667,0.4,0.3,0.225,0.175,0.125,0.576,1.075,0.811,2,3010202
51,434974,50702,1,Chaffin Branch,1.412,1.476,1.567,1.202,0.939,0.517,0.342,0.22,0.16,0.114,0.589,1.184,0.81,1,5070201
129,436484,50702,1,Slaunch Branch,1.373,1.392,1.458,1.225,1.001,0.541,0.344,0.218,0.152,0.147,0.734,1.128,0.81,1,5070201
14343,8456590,20801,1,,1.629,12.567,9.089,1.176,0.74,0.427,0.313,0.227,0.199,0.142,0.296,1.054,0.81,1,2080102
29702,9244430,30401,1,,1.44,1.419,1.563,1.231,0.919,0.508,0.317,0.211,0.169,0.143,0.74,1.062,0.81,1,3040101
39966,11585710,30102,1,,1.652,1.622,1.747,1.155,0.664,0.399,0.299,0.224,0.174,0.124,0.573,1.07,0.808,2,3010202
55837,19754123,60101,1,,1.375,1.449,1.44,1.112,0.974,0.528,0.321,0.199,0.152,0.236,0.881,1.052,0.808,1,6010102
46074,14638789,60102,1,,1.305,1.325,1.406,1.153,1.048,0.566,0.335,0.202,0.147,0.33,0.774,1.107,0.806,1,6010205
15644,8521351,20802,1,,1.218,1.409,7.995,1.206,0.975,0.529,0.333,0.208,0.157,0.182,0.764,1.075,0.805,1,2080201
20237,8678699,30101,1,,1.385,1.357,1.558,1.204,0.877,0.481,0.312,0.2,0.166,2.16,0.731,1.086,0.805,1,3010103
21101,8720241,30102,1,,1.572,1.571,1.708,1.247,0.748,0.423,0.299,0.199,0.174,0.149,0.53,1.047,0.805,1,3010201
16462,8538999,20802,1,,1.211,1.325,7.485,1.221,0.886,0.467,0.305,0.173,0.151,0.379,0.933,1.112,0.804,1,2080202
20948,8712589,30101,1,,1.553,1.558,1.707,1.286,0.791,0.445,0.296,0.197,0.173,0.148,0.49,1.014,0.804,1,3010105
10433,5895190,20700,1,,0.951,1.175,8.246,1.355,0.934,0.528,0.353,0.231,0.199,0.37,0.811,1.082,0.803,1,2070004
10502,5895908,20700,1,,1.11,1.311,8.079,1.204,0.956,0.544,0.32,0.227,0.171,0.18,0.858,1.129,0.803,1,2070004
13868,8419852,20700,1,,0.683,0.724,8.046,1.47,1.119,0.606,0.367,0.22,0.26,2.837,0.972,1.037,0.803,1,2070001
16381,8527071,20802,1,,1.332,1.414,7.684,1.283,1.003,0.56,0.346,0.213,0.166,0.19,0.62,0.997,0.803,1,2080201
18682,8629255,30101,1,,1.406,1.519,1.674,1.372,0.936,0.523,0.34,0.226,0.198,0.141,0.348,0.923,0.803,1,3010101
19918,8675013,30101,1,Little Spoon Creek,1.366,1.366,1.509,1.203,0.897,0.494,0.326,0.203,0.163,2.292,0.754,1.04,0.803,1,3010103
20200,8678489,30101,1,,1.393,1.372,1.554,1.205,0.873,0.48,0.312,0.188,0.166,2.038,0.725,1.08,0.802,1,3010103
20341,8679411,30101,1,,1.537,1.539,1.711,1.241,0.793,0.458,0.298,0.198,0.173,0.147,0.49,1.043,0.802,1,3010103
35074,10460501,30102,1,,1.63,1.583,1.701,1.127,0.647,0.383,0.287,0.215,0.167,0.158,0.654,1.08,0.802,1,3010203
16299,8526743,20802,1,Buchanan Branch,1.368,1.451,7.839,1.278,0.935,0.523,0.325,0.213,0.172,0.129,0.637,1.025,0.801,1,2080201
35549,10478905,30102,1,,1.705,1.651,1.759,1.083,0.622,0.406,0.297,0.243,0.189,0.135,0.505,1.025,0.801,1,3010205
17271,8567861,20802,1,,1.531,1.522,7.988,1.095,0.738,0.427,0.293,0.213,0.165,0.16,0.717,1.154,0.8,1,2080204
21298,8724759,30102,1,,1.638,1.61,1.766,1.195,0.701,0.401,0.297,0.233,0.181,0.129,0.432,1.013,0.8,1,3010201
19579,8672501,30101,1,Dunbar Creek,1.524,1.549,1.697,1.303,0.798,0.453,0.305,0.196,0.172,0.147,0.453,0.994,0.799,2,3010103
8944,4508452,20700,1,,1.503,1.499,8.248,1.208,0.837,0.474,0.306,0.223,0.195,0.139,0.426,1.115,0.798,1,2070008
12269,6908407,50500,1,,1.317,1.436,1.538,1.293,1.042,0.578,0.36,0.217,0.159,0.132,0.557,0.969,0.798,1,5050002
15442,8506686,20801,1,,1.639,12.653,9.157,1.179,0.71,0.402,0.316,0.201,0.172,0.143,0.221,1.035,0.798,1,2080106
16138,8525273,20802,1,,1.362,1.478,8.093,1.286,0.969,0.55,0.34,0.213,0.164,0.162,0.507,0.922,0.798,1,2080201
17107,8550925,20802,1,,1.454,1.478,7.885,1.18,0.86,0.468,0.32,0.197,0.172,0.147,0.654,1.082,0.798,1,2080203
18078,8625311,30101,1,,1.485,1.536,1.632,1.266,0.849,0.469,0.312,0.208,0.182,0.13,0.466,1.041,0.798,1,3010101
12444,6910155,50500,1,,0.989,1.223,1.743,1.286,1.095,0.597,0.349,0.221,0.142,0.283,0.645,0.999,0.797,1,5050002
17455,8574947,20802,1,,1.559,1.559,8.355,1.21,0.753,0.43,0.295,0.215,0.161,0.161,0.483,1.049,0.797,1,2080205
29894,9246608,30401,1,,1.446,1.473,1.623,1.254,0.852,0.484,0.302,0.194,0.173,0.129,0.612,1.034,0.797,1,3040101
19187,8651254,30101,1,,1.546,1.549,1.681,1.254,0.737,0.418,0.295,0.196,0.172,0.147,0.532,1.033,0.796,1,3010102
20932,8712397,30101,1,,1.515,1.54,1.687,1.271,0.797,0.455,0.293,0.195,0.171,0.146,0.472,1.002,0.796,1,3010105
12284,6908509,50500,1,,1.368,1.459,1.565,1.241,1.025,0.566,0.35,0.215,0.161,0.134,0.508,0.945,0.794,1,5050002
14784,8476294,20801,1,,1.572,12.281,8.89,1.229,0.743,0.428,0.314,0.2,0.171,0.142,0.258,1.048,0.794,1,2080104
15855,8522839,20802,1,,1.336,1.355,7.405,1.131,0.876,0.491,0.313,0.191,0.161,0.372,0.799,1.043,0.794,1,2080201
32349,10067191,20802,1,,1.644,12.642,9.024,1.214,0.704,0.395,0.31,0.225,0.197,0.141,0.204,0.96,0.794,1,2080206
